name,ELO_x,prevdate,Best_Rating_to_Date,Avg_Elo_of_opponets,frFX
Joe Vedepo,1180.17,12/29/2017 1:40,1289.6,1118.46,28
Dayana Silva,1179.69,10/20/2017 1:40,1179.69,1100.48,9
Noah Thomas,1179.66,10/10/2009 1:12,1301.36,1083.2,25
Dion Staring,1179.31,3/24/2018 3:21,1383.58,1121.06,50
Jeff Curran,1179.27,11/23/2016 2:24,1515.8,1148.31,59
Kevin Haley,1178.99,1/27/2017 2:52,1207.62,1090.87,12
Richard Walsh,1178.74,11/26/2016 1:12,1248.52,1182.75,14
Motoki Miyazawa,1178.21,8/26/2011 0:57,1241.63,1123.01,10
Sabah Homasi,1177.95,1/20/2018 1:12,1266.92,1173.24,19
Pete Spratt,1177.27,12/9/2017 0:00,1322.24,1196.33,51
Solomon Hutcherson,1177.25,9/10/2010 1:12,1265.44,1126.73,20
Jeremy Jackson,1177.25,3/31/2007 1:55,1272.78,1110.63,14
Christian Wellisch,1177.2,1/31/2009 0:28,1261.79,1143.96,13
Richie Smullen,1177.09,7/6/2018 1:12,1226.02,1051.35,14
Charlie Ward,1177.09,5/25/2018 1:12,1204.33,1101.62,10
Garrett Gross,1176.89,7/31/2018 1:12,1218.32,1086.42,19
Takeshi Yamazaki,1176.48,10/15/2011 3:21,1330.7,1144.8,30
Melvin Guillard,1176.18,7/28/2018 1:26,1569.64,1260.58,58
Justin Edwards,1176.12,3/3/2018 2:52,1311.79,1162.56,25
Kazushi Sakuraba,1175.92,12/29/2015 2:52,1459.32,1235.98,46
Chase Sherman,1175.7,9/22/2018 0:00,1268.18,1113.11,17
Daniel Acacio,1175.36,6/9/2018 3:07,1452.73,1213.84,49
Marcelo Golm,1175.07,10/27/2018 0:00,1241.37,1105.88,8
Hector Ramirez,1174.83,11/2/2013 0:57,1230.33,1154.57,17
Klayton Mai,1174.56,3/24/2017 2:24,1261.36,1107.88,11
Nick Osipczak,1174.52,6/27/2015 3:07,1241.22,1150.73,11
Carlos Newton,1174.46,7/10/2010 1:40,1341.81,1195.39,30
Lumumba Sayers,1174.12,8/15/2014 3:07,1319.76,1124.31,20
Brian Warren,1174,1/17/2013 1:12,1233.74,1080.58,36
Gregory Bouchelaghem,1173.96,12/9/2006 2:09,1279.71,1259.45,9
Tra Telligman,1173.78,8/20/2005 1:40,1242.73,1187.5,13
Diego Rivas,1173.56,5/19/2018 2:24,1281.45,1130.54,10
Rolando Dy,1173.56,6/23/2018 1:40,1247.29,1163.71,17
Dae Won Kim,1173.31,11/29/2015 0:43,1300.96,1166.82,18
Erick Montano,1173.23,3/17/2018 3:50,1283.1,1157.22,14
Bojan Mihajlovic,1173.13,9/2/2017 0:28,1266.89,1072.21,16
Mark Eddiva,1173.11,3/19/2016 1:12,1267.42,1169.62,9
Mike Nickels,1173.07,6/18/2011 1:55,1283.85,1150.58,15
Hirotaka Yokoi,1172.91,3/17/2007 1:40,1324.56,1140.55,16
Pete Williams,1172.84,3/22/2002 0:43,1303.45,1133.18,18
Talita Bernardo,1172.74,10/27/2018 0:00,1194.46,1080.6,10
Roger Zapata,1172.48,9/26/2015 0:14,1240.92,1132.62,10
Ryan Gracie,1172.22,12/31/2004 0:00,1172.22,1084.1,7
Josh Parisian,1172.15,9/26/2018 0:00,1227.61,1113.68,9
Matt Van Buren,1171.89,5/27/2017 1:55,1346.6,1169.81,16
Ebenezer Fontes Braga,1171.47,5/15/2004 1:12,1244.66,1110.91,22
Tyler Toner,1171.38,4/11/2014 1:26,1322.97,1143.18,23
Hermes Franca,1171.2,4/20/2018 1:55,1533.21,1233.69,43
Keisuke Fujiwara,1171.15,11/12/2016 0:28,1319.57,1156.42,34
Todd Gouwenberg,1170.56,2/27/2009 2:52,1265.29,1120.64,14
Oluwale Bamgbose,1170.33,12/16/2017 0:28,1280.78,1169.09,13
Zach Skinner,1170.29,2/25/2017 1:26,1170.29,1068.98,22
Jaime Jara,1169.43,3/21/2015 1:55,1450.52,1135.65,57
Andre Gusmao,1168.97,4/16/2011 1:55,1258.78,1166.66,9
Andy Ogle,1168.83,1/24/2015 1:26,1400.65,1143.27,23
Tony Fryklund,1168.14,3/28/2013 0:28,1335.23,1142.84,24
Ildemar Alcantara,1168.09,3/30/2018 2:38,1505.28,1199.07,34
Bruno Carvalho,1167.72,10/8/2016 2:52,1373.44,1161.22,27
Dashon Johnson,1166.88,9/13/2014 1:12,1258.26,1013.9,11
Mark Weir,1166.8,2/17/2013 0:57,1337.22,1174.67,40
John Kolosci,1166.61,12/2/2011 0:57,1289.57,1116.3,27
Gilbert Aldana,1166.16,1/27/2007 1:55,1180.1,1076.9,8
Antonio Jones,1165.85,7/17/2018 0:14,1299.52,1091.45,10
Chris Brennan,1165.63,6/30/2012 1:40,1248.61,1114.6,35
Yusuke Kasuya,1165.15,12/10/2017 3:07,1289.24,1174.1,16
Jenel Lausa,1164.96,6/23/2018 0:28,1248.63,1150.73,12
Iliarde Santos,1164.68,5/12/2018 1:26,1453.27,1151.63,49
Tiki Ghosn,1164.36,5/16/2009 2:38,1245.81,1126.63,18
Fabiano Scherner,1163.93,2/3/2018 1:12,1213.07,1176.18,24
Roland Delorme,1162.88,8/15/2015 1:12,1320.99,1215.09,17
Nick Gonzalez,1162.73,8/25/2017 1:55,1280.07,1099.67,34
Zelg Galesic,1162.69,10/25/2013 1:40,1285.24,1202.05,20
Sarah Moras,1162.68,10/27/2018 0:00,1316.04,1154.1,15
Canaan Kawaihae,1162.58,7/24/2018 0:14,1192.64,996.89,9
Veta Arteaga,1162.34,9/21/2018 0:00,1162.34,1105.73,8
Bendy Casimir,1162.13,9/30/2017 2:52,1464.75,1209.9,36
Marco Beltran,1161.98,10/7/2017 0:43,1275.43,1202.76,17
Keith Rockel,1161.69,4/22/2006 2:09,1240.25,1041.64,17
Wagner Silva,1161.45,3/10/2018 3:36,1161.45,1000,4
Jeremy Larsen,1161.01,10/19/2013 0:28,1302.77,1160.24,16
Shane Howell,1160.95,9/19/2015 2:52,1323.56,1104.46,23
Daniel Jolly,1160.7,6/16/2018 0:28,1210.96,1116.32,9
Bentley Syler,1160.47,3/21/2015 0:14,1236.65,1031.74,7
Jake Lindsey,1160.41,9/30/2017 0:57,1412.48,1157.6,24
Edson Berto,1160.02,3/28/2014 2:24,1311.39,1140.64,30
Ulysses Gomez,1159.71,9/12/2014 2:24,1316.53,1156.9,14
Charles McCarthy,1159.05,4/19/2008 1:55,1230.29,1111.77,16
James Irvin,1158.61,4/29/2012 3:50,1325.27,1179.15,29
Dong Sik Yoon,1158.58,9/23/2017 2:38,1284.53,1247.11,18
Bobby Stack,1158.08,10/20/2012 1:26,1280.95,1078.44,11
Ericka Almeida,1157.3,7/16/2017 0:00,1251.67,1074.55,11
John Hosman,1156.74,5/6/2011 1:26,1381.64,1087.79,27
Chad Reiner,1156.26,12/18/2015 1:40,1435.61,1133.49,55
Chance Farrar,1156.21,4/24/2010 2:24,1227.53,1084.13,12
Samy Schiavo,1156,10/18/2008 0:14,1223.34,1086.03,16
Estevan Payan,1155.87,4/21/2018 1:40,1403.56,1182.33,30
Jorge Gurgel,1155.69,2/28/2014 2:24,1357.1,1217.33,25
Tim Caron,1155.6,10/12/2018 0:00,1272.58,1085.76,12
Gaston Reyno,1155.52,2/13/2018 1:55,1167.38,1037.89,11
Victor Valimaki,1155.01,9/29/2017 1:40,1379.56,1155.88,29
Enson Inoue,1154.79,4/25/2010 2:09,1229.44,1127.4,20
Dennis Bryant,1154.54,8/7/2018 0:00,1198.11,1042.99,8
Edwin Figueroa,1154.42,6/24/2016 2:24,1338.12,1160.9,14
Steve Lopez,1154,10/6/2012 3:21,1339.06,1139.66,20
Alex Stiebling,1153.76,9/12/2009 1:40,1406.15,1170.07,32
Federico Lopez,1153.7,12/16/2015 1:26,1189.22,1067.51,16
Ricardo Morais,1153.6,9/10/2006 0:00,1297.23,1099.48,15
Tyler Hill,1153.6,6/19/2018 0:14,1226,1037.88,16
Mehdi Baghdad,1153.54,5/11/2018 2:38,1358.11,1170.29,18
Rob Yundt,1153.52,10/24/2012 1:55,1207.51,1114.98,14
Jon Murphy,1153.47,3/26/2010 1:26,1191.5,1147.61,11
Maurice Smith,1153.44,11/2/2013 3:07,1244.56,1166.89,26
Renee Forte,1152.69,3/15/2014 0:57,1221.21,1146.06,13
Christian Colombo,1152.59,6/9/2018 1:26,1341.78,1102.55,15
Roman Salazar,1152.59,6/29/2018 2:09,1293.56,1106.91,23
Joe Neal,1152.5,3/29/2018 1:40,1261.46,1119.13,10
Atsushi Yamamoto,1151.82,10/8/2017 2:52,1362.46,1179.94,33
Daisuke Nakamura,1151.81,9/24/2016 0:57,1474.85,1173.46,48
Ricco Rodriguez,1151.62,4/26/2018 1:26,1591.39,1206.49,79
Chuck Grigsby,1151.51,6/27/2014 2:38,1341.15,1099.43,32
Adam Meredith,1151.11,6/2/2017 2:52,1256.45,1131.07,9
Blas Avena,1150.81,6/19/2013 1:40,1253.78,1185.47,17
Sergio Gomez,1150.14,7/31/2010 4:04,1213.22,1045.02,12
Scott Harper,1150.1,7/17/2009 1:55,1219.4,1070.36,20
Stephen Banaszak,1149.83,11/20/2015 1:26,1149.83,1169.36,9
Dale Hartt,1149.74,6/18/2010 2:38,1244.62,1153.31,9
Ryuta Sakurai,1148.78,8/20/2017 2:09,1338.69,1158.95,55
Iony Razafiarison,1148.57,9/16/2017 2:24,1148.57,1115.78,5
Clay Harvison,1148.48,6/20/2017 0:00,1270.9,1107.72,23
Bryan Vetell,1148.47,4/11/2008 0:28,1148.47,1163.87,7
Chris Birchler,1148.26,7/24/2018 0:57,1255.65,1129.98,12
Jean Silva,1147.91,4/2/2016 2:24,1357.2,1152.88,35
Katsuhiko Nagata,1147.78,12/3/2011 2:24,1204.02,1255.17,16
Mike Joy,1147.73,8/14/2014 2:24,1313.38,1115.83,25
Donny Walker,1147.64,6/29/2013 2:24,1351.81,1132.73,25
Rolando Perez,1147.51,5/15/2015 2:52,1210.31,1086.72,14
Nick Ertl,1147.39,1/13/2006 0:43,1212.13,1142.27,14
Royston Wee,1147.27,5/16/2015 0:43,1192.53,1094.9,5
Chris Avila,1146.77,5/6/2006 1:26,1190.07,1091.87,5
Harris Sarmiento,1146.69,3/14/2014 0:28,1336.19,1118.23,62
Mu Bae Choi,1146.61,8/12/2017 2:38,1306.61,1154.32,19
Jamie Colleen,1146.4,7/17/2018 1:12,1195.06,1171.57,6
Rory Singer,1146.26,2/20/2009 1:40,1276.37,1113.46,27
Coty Wheeler,1145.93,5/12/2012 1:55,1336.71,1094.15,19
Fabio Silva,1145.89,4/7/2018 1:12,1242,1095.61,23
Dustin Neace,1145.64,9/28/2013 1:26,1211.67,1107.02,52
Murad Chunkaiev,1144.82,4/22/2017 3:36,1280.24,1123.82,12
Sheila Gaff,1144.82,10/1/2016 1:26,1235.8,1099.65,19
Rachael Ostovich,1144.64,7/6/2018 1:26,1233.75,1081.85,16
Fiona Muxlow,1143.84,4/5/2013 2:38,1188.96,1113.4,9
Jason Tan,1143.51,5/24/2008 0:28,1193.96,1160.53,8
Roger Carroll,1143.5,2/16/2018 0:00,1294.6,1181.43,33
Pete Sell,1143.38,9/25/2015 2:24,1290.67,1185.22,19
Sam Greco,1143.11,9/7/2005 0:00,1143.11,1118.86,5
Pawel Nastula,1142.54,12/6/2014 1:55,1211.98,1267.84,11
Vaughan Lee,1142.41,3/24/2018 2:38,1291.58,1155.49,29
Kenji Arai,1142.14,12/5/2010 3:50,1238.24,1106.11,35
Joe Stevenson,1142.07,2/14/2017 0:00,1566.17,1187.68,53
Brandon Wolff,1142.06,6/4/2010 3:36,1271.78,1143.93,12
David Lee,1142.05,3/12/2016 2:52,1215.33,1122.98,24
Justin Haskins,1141.91,6/4/2011 2:24,1194.69,1154.06,13
Kyle Dietz,1141.89,12/19/2009 0:28,1232.04,1045.07,9
Hidetaka Monma,1141.2,4/29/2014 1:12,1310.8,1139.16,33
Anthony Njokuani,1140.88,6/11/2016 0:57,1405.13,1219.61,29
Sidney Silva,1140.87,11/4/2011 0:28,1243.47,1093.78,12
Marcus Jones,1140.85,12/5/2009 1:26,1268.17,1115.22,9
Willie Gates,1140.84,9/2/2017 2:38,1272.77,1084.54,20
Mike Malott,1140.78,2/3/2017 2:38,1167.17,1080.01,7
Phil Baroni,1140.32,5/4/2018 1:40,1307.59,1230.02,34
Dave Galera,1140.19,1/4/2014 0:57,1205.9,1033.77,6
Kelly Faszholz,1140.13,5/20/2017 1:12,1165.46,1103.68,8
James Thompson,1139.74,12/15/2017 0:28,1311.83,1166.51,38
Yuki Sasaki,1137.99,4/14/2017 0:43,1350.64,1154.23,49
Ricky Johnson,1137.97,8/4/2012 0:57,1137.97,1019.66,3
Dennis Olson,1137.92,3/11/2016 2:09,1312.02,1162.41,25
Brad Mitchell,1137.52,3/27/2015 0:43,1205.52,1084.05,9
Edilberto de Oliveira,1137.48,3/16/2018 1:55,1369.66,1172.17,49
Lodune Sincaid,1137.08,3/20/2010 1:40,1278.92,1134.54,25
Drew Fickett,1136.38,3/14/2014 2:24,1540.81,1203.25,63
Rick Davis,1136.22,5/27/2006 0:14,1176.78,1168.78,5
Brodie Farber,1135.93,12/5/2015 1:26,1303.92,1070.91,23
Tateki Matsuda,1135.91,7/1/2018 2:24,1230.38,1121.05,23
Jumabieke Tuerxun,1135.54,10/5/2018 1:55,1402.37,1149.03,30
Luc Bondole,1135.54,7/20/2018 1:26,1225.19,1088.97,14
Kazuyuki Fujita,1135.46,8/18/2018 0:00,1357.4,1209.23,31
Chris Beal,1135.12,2/25/2012 1:40,1135.12,1016.67,3
Jong Man Kim,1135.11,6/29/2013 1:55,1385.14,1116.18,36
Mike French,1134.46,7/27/2013 2:52,1169.48,1184.72,17
Kevin Ferguson,1134.41,2/19/2016 2:52,1154.28,1100.11,11
Hector Aldana,1134.21,6/23/2018 1:26,1215.33,1104.01,7
Sam Spengler,1134.03,5/14/2016 0:57,1149.33,1020.93,14
Daniel Gallemore,1133.93,7/19/2018 0:14,1256.66,1152.31,13
Steve Cantwell,1132.58,2/26/2012 0:43,1328.42,1220.76,13
Rudy Bears,1132.56,11/4/2016 2:09,1351.91,1206.64,31
TJ Hepburn,1132.53,10/23/2015 0:14,1256.74,1040.81,9
Jerrel Venetiaan,1132.4,3/16/2003 0:57,1132.4,1125.71,8
Phil Hawes,1131.7,8/1/2017 1:12,1186.37,1093.38,7
John Albert,1131.62,7/27/2013 0:14,1266.25,1141.47,16
Josh Clopton,1130.75,8/3/2013 0:43,1233.36,1127.65,10
Byron Bloodworth,1130.44,12/29/2012 1:26,1181.94,1098.08,10
Rodolfo Rubio,1130.33,2/17/2018 1:55,1324.42,1118.35,31
Kevin Roddy,1130.13,10/23/2015 1:12,1214.8,1109.31,33
Andy Wang,1130.05,8/12/2017 2:09,1148.41,1098.9,20
Jeff Joslin,1128.52,12/13/2006 1:55,1147.48,1125.45,8
Sean Wilson,1128.51,3/6/2010 0:14,1128.51,988.27,3
Daiju Takase,1127.79,7/25/2015 3:07,1243.66,1149.58,29
Everett Sims,1127.72,8/8/2017 0:14,1158.67,1053.9,5
Galore Bofando,1127.58,12/16/2017 1:12,1140.57,1077.64,8
Scott Junk,1127.45,9/25/2011 1:26,1249.77,1088.86,14
Nate Mohr,1127.41,6/19/2009 2:24,1213.99,1105.35,17
Crosley Gracie,1127.32,8/5/2006 1:55,1167.99,1376.87,4
Will Chope,1127.02,7/7/2018 2:38,1416.18,1080.93,50
Kevin Randleman,1126.9,5/7/2011 2:38,1382.18,1253.4,33
Fredy Serrano,1126.86,5/19/2018 0:00,1154.91,1165.71,7
Josh LaBerge,1126.59,10/27/2017 1:26,1274.71,1078.71,17
Thomas Denny,1126.26,7/13/2013 2:52,1354.39,1099.95,49
George Pacurariu,1126.1,11/20/2015 1:26,1196.03,1073.1,14
Luke Stewart,1126.02,3/26/2010 1:40,1237.94,1125.8,9
Elvis Sinosic,1125.93,12/1/2007 2:24,1191.81,1201.18,21
Jeff Newton,1125.57,11/19/2005 0:43,1171.14,1089.87,6
Jeff Monson,1125.52,10/22/2016 1:12,1584.93,1173.41,87
Albert Cheng,1125.42,2/11/2017 3:21,1161.41,1077.66,13
Max Mustaki,1125.3,7/10/2018 0:14,1195.46,1087.6,9
Emilio Chavez,1124.39,11/4/2017 1:55,1224.37,1120.36,22
Andrews Nakahara,1124.29,3/18/2017 0:14,1182.59,1236.7,11
George Bush,1122.84,3/26/2010 1:55,1195.04,1087.16,7
Alex Karalexis,1122.65,6/10/2011 1:55,1284.59,1162.09,17
Marcos Vinicius,1122.64,5/27/2017 2:38,1171.22,1047.85,5
Charlie Kohler,1122.45,5/12/2007 1:26,1146.66,1035.12,13
Tom Erikson,1121.47,8/1/2008 1:40,1300.71,1119.51,14
Jeff Cox,1120.79,4/11/2009 2:38,1281.69,1135.23,18
Cody McKenzie,1120.47,10/14/2017 1:40,1374.32,1178.8,32
Richie Hightower,1120.42,5/7/2010 1:12,1263.91,1088.41,15
Gina Mazany,1120.25,5/27/2018 0:57,1160.73,1105.61,8
Seth Dikun,1119.12,8/8/2015 2:09,1231.42,1178.1,16
Andy Ologun,1119.09,12/31/2010 0:14,1119.09,1080.91,4
Darrill Schoonover,1117.88,10/23/2015 2:09,1378.1,1131.64,24
Phil Cardella,1117.67,9/12/2009 1:26,1240.31,1100.66,13
Milana Dudieva,1117.63,3/24/2018 1:40,1259.74,1084.23,19
CJ Keith,1117.54,6/17/2016 0:14,1320.82,1123.63,12
Ross Ebanez,1117.22,11/14/2014 0:57,1329.62,1119.62,33
Kyle Bolt,1117.14,11/15/2014 1:26,1187.04,1049.01,12
Ron Fields,1116.88,11/14/2014 1:12,1277.64,1105.01,68
Peter Petties,1116.22,5/4/2018 2:09,1166.6,1129.97,11
Vernon White,1115.84,3/20/2010 2:09,1344.66,1118.99,62
Besam Yousef,1115.19,11/29/2014 2:09,1191.03,1089.73,12
Rodney Wallace,1115.12,9/10/2017 2:24,1482.91,1244.54,43
Shane Primm,1115.11,9/18/2010 0:28,1221.58,1122.33,15
Aaron Phillips,1115.01,2/28/2015 0:57,1229.37,1076.79,11
Masio Fullen,1114.82,3/31/2017 3:07,1183.72,1090.69,19
Sean Alvarez,1114.24,4/25/2003 1:12,1139.91,1139.31,7
Peggy Morgan,1113.29,7/29/2016 0:57,1221.02,1128.35,12
Paul Georgieff,1113.24,12/8/2007 0:14,1257.53,1118.6,9
Mychal Clark,1112.71,9/7/2013 1:12,1206.8,1148.98,24
Jamie Moyle,1112.62,7/7/2018 0:14,1306,1119.53,15
Steve Byrnes,1112.28,1/27/2008 0:43,1216.88,1044.67,8
Joseph Sandoval,1111.2,5/19/2018 3:36,1246.24,1157.54,15
Richardson Moreira,1110.87,6/13/2015 3:50,1217.13,1120.66,13
Richie Vaculik,1110.21,8/20/2017 0:57,1322.9,1170.02,17
Fabian Gonzalez,1109.84,1/16/2015 0:28,1171.63,1011.35,8
Giga Chikadze,1109.58,6/19/2018 0:43,1137.86,998.47,7
Jamelle Jones,1109.09,8/8/2017 1:12,1206.43,1084.24,13
Brad Morris,1108.33,11/13/2010 2:09,1259.58,1101.34,16
Alavutdin Gadjiev,1107.7,3/24/2012 1:55,1355.04,1100.46,30
Jessica Rakoczy,1107.69,4/25/2015 0:28,1194.18,1139.73,10
Antonio Schembri,1107.55,12/5/2008 1:40,1199.99,1197.59,10
Shamar Bailey,1107.3,10/4/2014 2:38,1361.78,1163.17,30
Herschel Walker,1107.02,1/29/2011 2:38,1107.02,1049.05,2
DaMarques Johnson,1106.2,8/7/2015 2:24,1379.29,1195.59,33
James Hammortree,1106.04,4/28/2012 1:26,1228.91,1141.24,12
Richard Dalton,1105.47,1/24/2008 0:57,1109.51,1116.19,7
Elizabeth Phillips,1105.4,11/16/2017 2:38,1179.16,1059.03,18
Andre Walker,1105.06,6/7/2018 0:43,1105.06,989.83,5
Jorge Ortiz,1104.98,3/10/2012 1:55,1318.58,1086.32,29
Frank Gomez,1104.76,9/8/2012 2:38,1283.8,1133.47,16
Johnny Sampaio,1103.7,5/12/2007 0:28,1150.03,1078.06,4
Mike Massenzio,1103.66,4/5/2013 1:55,1341.21,1173.14,22
Kerry Schall,1103.16,3/20/2013 0:00,1292.11,1104.44,40
Sean McCorkle,1100.7,9/20/2014 1:55,1347.6,1077.72,24
Wuliji Buren,1100.5,8/4/2018 0:14,1231.55,1078.23,14
Leonardo Silva,1100.15,12/3/2015 0:14,1100.15,1025.51,2
Kengo Ura,1099.86,9/25/2016 0:43,1204.44,1104.93,27
Ewerton Teixeira,1099.86,9/25/2015 2:09,1132.62,1071.67,4
Kyle Bradley,1099.53,1/9/2016 1:12,1348.11,1111.2,32
Scott Graham,1099.52,12/8/2006 0:43,1100,1047.77,4
Chanmi Jeon,1098.63,9/22/2017 0:43,1178.81,1048.28,7
Alexis Dufresne,1098.07,3/3/2017 0:28,1174.09,1069.7,9
Chris Tickle,1097.47,6/4/2016 2:24,1240.93,1113.24,24
Achmed Labasanov,1096.83,6/23/2002 0:28,1204.43,1071.5,11
Troy Mandaloniz,1096.71,2/21/2009 0:14,1127.3,1116.7,7
Shayna Baszler,1096.62,2/25/2017 0:43,1338.29,1162.22,28
Anna Elmose,1096.54,11/19/2016 1:26,1184.62,1090.49,6
Stephanie Webber,1095.53,6/22/2012 1:26,1148.11,1029.02,7
Ron Faircloth,1095.36,5/28/2011 2:24,1321.36,1062.22,58
Veronica Macedo,1095.23,5/19/2018 2:09,1249.15,1051.53,10
Walel Watson,1094.74,9/28/2017 0:43,1303.36,1140.85,25
Johil de Oliveira,1094.64,6/9/2012 2:09,1351.69,1101.02,34
Jens Pulver,1094.15,11/23/2013 2:52,1442.43,1177.92,51
Dustin Pague,1093.57,9/4/2015 1:55,1382.08,1164.71,28
Jarjis Danho,1092.91,9/3/2016 0:43,1197.83,1145.49,9
Paul Creighton,1092.64,5/10/2002 1:26,1135.37,1059.58,4
Josh Diekmann,1092.51,11/4/2016 1:12,1276.5,1107.27,25
Won Sik Park,1092.14,12/10/2016 2:09,1258.86,1122.43,18
Jan Finney,1091.91,11/22/2017 0:00,1209.1,1114.66,24
Greg McIntyre,1091.85,5/7/2010 1:26,1091.85,1087.38,8
Don Frye,1091.49,12/11/2011 3:50,1421.83,1101.29,31
Wes Sims,1090.38,9/1/2013 2:52,1302.52,1068.31,42
Matt Arroyo,1090.3,1/31/2009 0:14,1206.13,1081.63,8
John Marsh,1089.83,11/30/2007 2:24,1242.2,1163.37,15
Eric Lawson,1088.43,11/18/2011 2:38,1304.88,1074.97,14
Josh Rafferty,1087.49,9/9/2010 0:28,1191.12,1102.19,19
Hong Man Choi,1085.96,9/24/2016 1:55,1108.86,1225.87,9
Tiffany Masters,1085.76,1/13/2018 0:43,1197.99,1026.08,10
Joe Hurley,1085.62,11/4/2006 2:52,1317.2,1058.33,17
Chris Haseman,1085.33,3/9/2012 2:52,1293.55,1117.36,37
Wagner da Conceicao Martins,1084.51,6/2/2018 2:09,1228.24,1181.22,19
Josh Hendricks,1084.18,3/14/2014 2:09,1393.79,1122.32,31
Gary Goodridge,1083.41,12/17/2010 2:38,1400.4,1187.17,46
Rex Holman,1082.5,3/3/2007 0:57,1120.05,1032.55,6
Michael Cora,1081.58,2/16/2018 1:12,1206.65,1166.71,8
Mark Vorgeas,1080.36,1/26/2018 1:55,1155.64,1061.59,10
Gabrielle Holloway,1080.3,3/3/2017 0:28,1209.17,1078.78,12
George Zuniga,1078.89,2/13/2015 0:28,1120.3,1022.22,4
Rob MacDonald,1078.67,2/20/2009 2:09,1161.22,1159.01,10
Cory Peterson,1078.49,9/18/2004 2:52,1078.49,1081.94,3
Rashad Coulter,1078.29,6/9/2018 1:12,1225.18,1033.75,12
Josh Smith,1076.58,10/4/2015 2:38,1152.48,1096.72,17
John Halverson,1076.03,8/3/2012 2:09,1263.39,1035.16,27
Kit Cope,1075.41,6/23/2012 0:43,1092.84,1079.15,13
Lance Gibson,1075.12,1/12/2002 1:26,1155.63,1155.62,9
Cristina Stanciu,1075.07,12/15/2017 0:57,1228.2,1068.74,9
Kenneth Alexander,1074.29,8/3/2013 1:55,1168.07,1113.36,14
Jared Rollins,1074.16,12/8/2007 1:40,1203.64,1066.59,13
Igor Gracie,1073.7,3/23/2013 0:57,1173.37,1069.01,9
Ray Routh,1073.13,7/6/2006 1:12,1073.13,1084.46,3
Jason Glaza,1073.08,11/28/2015 3:07,1073.08,1057.08,5
Kevin Jordan,1072.84,11/24/2010 2:09,1308.18,1108.77,24
Alexander Otsuka,1072,12/25/2011 0:14,1072,1219.67,18
Antonio Mendes,1071.78,3/2/2013 1:55,1389.7,1135.86,31
Emily Whitmire,1071.08,7/7/2018 0:14,1071.08,1076.8,12
Alex Torres,1070.35,9/7/2018 0:00,1117.15,1121.17,11
David Avellan,1069.82,11/5/2008 1:12,1111.91,1099.89,3
Ben Wall,1069.22,6/23/2017 1:40,1290.16,1199.93,17
Alvaro Herrera,1068.78,7/28/2018 0:14,1168.69,1078.89,16
Elias Urbina,1067.5,8/29/2017 0:57,1130.2,1093.96,5
Julie Kedzie,1066.62,12/7/2013 1:26,1249.44,1108.19,29
James Giboo,1066.05,12/14/2013 0:43,1287.14,1037.18,19
Anthony Torres,1065.55,8/9/2013 1:40,1180.34,1101.04,9
Claudio Silva,1065.14,8/17/2008 2:38,1125.86,1033.97,8
Kristian Rothaermel,1064.89,6/28/2006 0:28,1147.18,1138.76,8
Vik Grujic,1064.16,1/28/2017 1:40,1195.95,1133.11,17
Alex Chambers,1064.11,9/22/2018 0:00,1166.25,1173.92,11
Jason Gilliam,1063.41,1/30/2016 2:52,1359.1,1116.35,23
Kimo Leopoldo,1063.09,10/6/2006 2:24,1278.46,1126.68,18
Diego Saraiva,1062.84,3/12/2016 2:09,1374.58,1156.5,43
Karl Reed,1061.66,5/26/2018 2:52,1061.66,1047.63,3
Lisa Ellis,1060.72,11/4/2016 0:57,1326.19,1133.84,31
Ashley Yoder,1059.91,3/3/2018 1:40,1147.08,1081.46,16
Allen Berube,1059.09,7/24/2010 2:24,1084.01,1093.18,8
Jeimeson Saudino,1058.08,6/26/2015 1:40,1241.5,1063.95,13
Ian Butler,1055.61,4/5/2018 0:14,1075.74,1015.55,9
Leigh Remedios,1054.73,5/18/2013 0:14,1237.34,1062.97,30
Shana Dobson,1054.54,4/14/2018 1:12,1092.19,1120.46,6
Austen Lane,1054.28,6/12/2018 0:43,1100,1059.93,3
Izabela Badurek,1053.43,6/16/2018 2:24,1136.86,1027.29,12
Ray Sefo,1053.22,8/10/2013 1:26,1113.05,1164.61,4
Akira Shoji,1052.74,4/22/2011 2:09,1282.63,1174.32,36
Chris Manuel,1052.39,3/19/2016 2:52,1211.52,1108.98,18
Icho Larenas,1052.07,5/4/2018 2:24,1135.36,1094.01,12
Gary Frazier,1052.03,6/11/2016 0:57,1095.13,1037.77,7
Houston Alexander,1051.85,12/9/2017 0:00,1306.79,1140.49,40
Isaiah Hill,1051.76,1/29/2011 1:55,1149.57,1113.45,13
Won Jin Eoh,1051.38,2/16/2007 1:26,1176.41,1126.01,11
Justin McElfresh,1050.77,4/17/2009 1:26,1157.89,1053.18,12
Muhsin Corbbrey,1050.27,7/14/2018 0:57,1246.6,1121.66,25
Scott Carson,1048.08,1/29/2011 2:38,1156.5,1026.38,6
Curtis Stout,1047.2,5/18/2007 1:55,1279.98,1166.14,24
Jeremiah Constant,1046.35,12/9/2016 0:00,1194.58,1083.45,21
Joe Camacho,1045.7,11/2/2013 0:28,1232.26,1136.69,35
Bec Rawlings,1045.47,4/7/2018 0:28,1193.3,1162.53,16
Mike Seal,1045.28,5/25/2012 0:28,1179.09,1103.8,30
