name,ELO_x,prevdate,Best_Rating_to_Date,Avg_Elo_of_opponets,frFX
Jared Hamman,1255.32,10/11/2014 1:12,1374.09,1186.22,20
Mickael Lebout,1254.84,5/24/2018 2:09,1381.36,1189.78,29
Romie Aram,1254.6,2/20/2004 1:55,1280.28,1107.23,8
Davey Grant,1254.29,7/22/2018 0:43,1340.28,1093,18
Yasuhiro Urushitani,1254.03,11/12/2016 1:26,1380.31,1124.81,35
Takanori Gomi,1253.91,7/28/2018 1:26,1647.08,1317.14,53
Akiyo Nishiura,1253.69,10/15/2017 2:24,1310.42,1170.74,25
Mario Miranda,1253.61,10/26/2013 1:55,1417.16,1224.95,23
Jonathan Martinez,1253.35,10/27/2018 0:00,1336.94,1087.53,14
Maycee Barber,1253.01,7/17/2018 1:12,1253.01,1119.96,5
Steve Bruno,1252.84,11/2/2012 2:09,1340.55,1117.64,21
Logan Clark,1252.66,10/5/2013 1:40,1377.78,1112.39,24
Luigi Vendramini,1252.64,9/22/2018 0:00,1264.96,1065.61,9
Konstantin Erokhin,1252.64,12/23/2017 0:57,1427.15,1209.21,13
Michel Quinones,1252.46,11/11/2017 1:12,1337.21,1115.67,12
Dustin Jacoby,1252.38,1/16/2015 1:12,1330.02,1211.26,15
Jesse Moreng,1251.83,4/11/2009 0:14,1277.07,1045.33,10
Josh Bryant,1251.13,5/16/2014 0:28,1404.05,1116.6,23
Megan Anderson,1251.01,6/9/2018 2:38,1296.64,1108.32,11
Jalin Turner,1250.93,10/6/2018 0:00,1273.42,1104.56,19
Mike Bronzoulis,1250.72,4/7/2018 2:52,1358.12,1172.67,30
Eric Spicely,1250.6,5/27/2018 1:26,1398.6,1199.68,18
Allan Goes,1250.25,6/1/2007 2:38,1320.22,1175.72,17
Toby Misech,1250.11,7/10/2018 0:43,1287.99,1147.18,16
Yosdenis Cedeno,1250.11,7/21/2018 3:36,1371.35,1219.87,18
Juan Adams,1249.96,7/31/2018 0:14,1249.96,1086.15,5
Cole Province,1249.44,9/30/2010 1:12,1271.26,1154.88,9
Masanori Suda,1248.95,9/25/2005 1:12,1337.97,1103.33,36
Masakatsu Funaki,1248.93,12/16/2012 6:43,1499.66,1109.77,54
Blair Tugman,1248.84,8/3/2018 1:26,1248.84,1109.47,18
Ryan Stonitsch,1248.81,3/26/2008 0:43,1311.64,1080.39,9
Eric Schafer,1248.53,4/16/2016 2:24,1383.9,1175.31,28
John Maguire,1248.51,5/5/2018 3:21,1468.44,1177.15,36
Dave Strasser,1248.31,3/29/2008 1:55,1364.2,1110.65,37
Syuri Kondo,1248.29,5/19/2018 1:12,1301.36,1159.85,7
Alberto Crane,1248.08,7/17/2011 4:04,1281.74,1089.19,20
Fabio Mello,1247.76,5/27/2016 1:40,1367.28,1188.33,19
James Moontasri,1247.69,12/17/2016 1:26,1314.87,1199.58,14
Virgil Zwicker,1247.52,12/17/2017 3:07,1305.17,1151.12,24
Luis Ramos,1247.44,10/8/2016 3:07,1370.53,1136.25,32
Karo Parisyan,1247.22,10/7/2017 1:55,1597.96,1253.21,37
Molly McCann,1247.09,5/27/2018 0:28,1311.61,1060,12
Estefani Almeida,1246.78,12/30/2017 0:00,1246.78,1055.95,8
Igor Araujo,1246.76,3/17/2018 3:21,1492.34,1142.64,40
Danielle Taylor,1246.64,8/4/2018 0:28,1338.99,1119.74,18
Nick Rossborough,1245.18,7/29/2017 1:40,1368.35,1137.84,47
Jamie Yager,1245.09,2/25/2017 2:09,1263.88,1135.85,15
Sam Hoger,1244.76,6/5/2010 0:57,1247.55,1121.45,17
Yaotzin Meza,1244.48,2/27/2016 1:26,1359.64,1141.46,33
Luke Zachrich,1244.33,11/7/2014 0:28,1313.54,1081.9,21
Brandon Visher,1244.04,11/11/2010 0:00,1374.94,1082.1,16
Marcelo Brito,1244.04,6/4/2016 1:55,1344.42,1200.4,21
Tim Gorman,1243.79,6/19/2015 2:38,1243.79,1087.92,14
Chris Saunders,1243.72,4/29/2017 0:57,1354.42,1125.32,27
Mike Richman,1243.59,12/15/2017 1:40,1433.74,1217.76,26
Raul Castillo,1243.58,3/21/2015 2:52,1243.58,1079.61,8
Matt Horwich,1243.54,5/20/2017 0:00,1405.14,1238.15,57
Cyril Asker,1243.4,2/10/2018 2:24,1333.33,1168.21,14
Steve Montgomery,1243.1,5/7/2016 2:09,1325.94,1165.9,15
Josh Grispi,1242.92,2/16/2013 0:57,1479.16,1138.92,19
Sirwan Kakai,1242.83,9/16/2016 2:38,1345.91,1179.16,18
Reginaldo Vieira,1242.61,5/5/2018 1:55,1472.88,1155.16,23
Seth Kleinbeck,1242.22,11/10/2007 1:40,1289.96,1097.61,16
Ralph Gracie,1242.08,5/23/2004 2:38,1279.93,1126.81,7
Maryna Moroz,1241.99,2/24/2018 1:26,1345.54,1203.92,11
Chris Wilson,1241.98,8/25/2013 2:24,1450.74,1208.06,29
Todd Moore,1241.95,9/26/2014 1:26,1403.37,1162.72,25
Shannon Gugerty,1241.85,7/21/2012 2:09,1334.09,1132.15,22
Michael Kuiper,1241.78,5/26/2017 2:52,1324.19,1102.38,20
Damian Stasiak,1241.72,7/22/2018 0:14,1355.68,1200.82,16
Justin Sumter,1241.63,7/31/2018 0:43,1270.13,1116.51,10
Jonathan Wilson,1241.54,10/21/2017 1:55,1413.73,1087.83,17
Arlene Blencowe,1241.44,12/1/2017 3:07,1274.92,1126.86,17
Jeremiah Metcalf,1241.43,9/10/2011 1:40,1277.51,1119.26,20
Seth Petruzelli,1241.42,6/19/2013 2:24,1332.46,1171.67,24
Eiji Ishikawa,1241.18,6/30/2018 4:19,1339.47,1163.52,57
Travis Wiuff,1240.67,2/2/2018 2:24,1603.17,1174.38,98
Angela Hill,1240.59,8/25/2018 0:00,1318.13,1247.42,14
Takayo Hashi,1240.59,2/4/2018 2:38,1374.15,1122.52,23
Oliver Enkamp,1240.51,3/17/2018 1:12,1311.66,1137.69,10
Eddie Yagin,1240.33,12/20/2014 1:55,1359.17,1140.27,24
Will Ribeiro,1240.14,12/3/2008 1:55,1283.74,1050.32,12
Tomoya Miyashita,1240.01,8/27/2010 2:52,1279.46,1063.19,33
Jason Young,1240.01,9/29/2012 0:14,1276.67,1168.79,15
Steve Steinbeiss,1239.8,10/22/2011 0:14,1239.8,1102.8,13
Damacio Page,1239.68,7/15/2016 0:28,1345.69,1172.85,30
Brian Camozzi,1239.67,2/18/2018 1:12,1357.43,1178.66,15
Jason Dent,1239.16,5/12/2012 1:26,1399.68,1153.96,41
Yui Chul Nam,1238.96,10/28/2017 2:38,1503.09,1195.87,27
Antonio Banuelos,1238.55,8/7/2014 1:55,1451.49,1196.95,32
Rameau Thierry Sokoudjou,1238.51,10/28/2017 2:24,1343.97,1292.16,37
Cale Yarbrough,1238.42,4/15/2011 2:09,1328.03,1140.87,14
Murilo Rua,1238.26,9/6/2012 1:55,1419.39,1234.69,34
Scott Norton,1238.06,3/24/2007 0:43,1312.91,1059.4,10
Jessica Penne,1237.72,4/22/2017 0:57,1392.14,1193.11,20
Caio Magalhaes,1237.64,8/30/2018 0:00,1442.07,1282.69,16
Will Kerr,1237.37,12/16/2010 0:43,1289.22,1117.54,12
Kin Moy,1237.31,8/12/2016 1:55,1320.42,1080.09,18
Lavar Johnson,1235.97,9/5/2014 1:26,1382.72,1168.66,28
Jorge Patino,1235.82,3/18/2017 2:09,1438.93,1156.45,61
Anthony Hamilton,1235.78,7/21/2018 2:09,1385.63,1153.36,28
Ivan Lopez,1235.69,3/18/2017 0:57,1290.59,1064.91,18
Art Arciniega,1235.66,3/29/2018 2:09,1386.75,1086.86,24
Mike Wilkinson,1235.19,3/11/2017 5:16,1408.88,1175.64,15
Assuerio Silva,1235.07,10/17/2009 0:57,1358.98,1144.98,25
Michael Patt,1235.05,3/7/2009 0:28,1399.49,1105.12,19
Lucie Pudilova,1235,9/8/2018 0:00,1292.89,1134.95,11
Edgar Garcia,1234.82,1/2/2016 0:14,1342.02,1132.67,19
Sanae Kikuta,1234.35,12/23/2014 1:55,1443.67,1107,44
Anthony Ruiz,1234.35,8/3/2017 1:26,1412.06,1162.35,56
Colin Fletcher,1233.64,6/9/2018 3:50,1392.98,1214.66,28
Guilherme Viana,1233.59,7/22/2016 1:12,1279.15,1180.79,10
Antonina Shevchenko,1232.98,6/26/2018 1:12,1232.98,1019.74,6
Mike Kyle,1232.71,10/5/2018 0:15,1478.57,1227.94,46
Chalid Arrab,1232.38,11/5/2005 2:09,1232.38,1139.55,10
Jimmy Quinlan,1231.95,9/21/2013 6:00,1240.02,1167.24,8
Stephen Bass,1231.81,2/20/2015 0:43,1347.02,1087.53,15
Horacio Gutierrez,1231.79,5/11/2018 0:57,1231.79,1142.66,10
Austin Arnett,1231.26,7/28/2018 1:55,1384.33,1029.83,26
Jason Lambert,1231.25,11/15/2013 1:40,1545.49,1173.99,39
Mario Soto,1231.14,11/11/2017 0:00,1231.14,1075.06,10
Scott Jorgensen,1231,11/21/2015 1:12,1490.79,1309.9,27
Ruan Potts,1230.96,4/8/2017 2:09,1295.64,1146.56,18
Daichi Abe,1230.65,6/23/2018 2:24,1312.6,1186.18,8
Brett Rogers,1230.45,3/26/2015 2:24,1434.28,1225.07,29
Jeff Hougland,1230.43,11/10/2012 0:57,1318.03,1072.8,17
Terrion Ware,1230.27,9/15/2018 0:00,1395.77,1140.68,33
Cristiano Marcello,1230.03,2/15/2014 1:40,1383.73,1186.14,21
John Franchi,1229.78,11/6/2010 2:09,1251.04,1171.01,8
Roman Zentsov,1229.59,8/29/2008 3:07,1350.77,1123.14,30
CJ Hamilton,1229.57,3/3/2018 2:38,1304.42,1100.67,21
Yazan Hajeh,1229.23,6/19/2018 1:12,1274.29,1122.99,7
Mike Wessel,1229.03,10/21/2016 3:36,1299.01,1159.28,24
Joey Beltran,1228.87,2/25/2018 3:36,1384.38,1257.64,33
Pat Barry,1228.86,12/7/2013 1:55,1298.47,1291.07,15
Zoila Frausto,1228.79,2/18/2016 1:40,1449.81,1167.52,18
Marcus Hicks,1228.4,7/18/2014 1:55,1396.24,1150.93,16
Jake Rosholt,1228.37,9/21/2012 2:09,1339.25,1198.59,18
Shawn Teed,1228.37,7/31/2018 0:14,1293.52,1120.64,10
Rodrigo Gracie,1228.22,8/5/2006 2:24,1308.67,1213.27,9
Rico DiSciullo,1228.12,6/12/2018 0:28,1273.58,1051.94,21
Manny Tapia,1228.09,10/20/2012 1:55,1401.51,1124.71,17
Justin Guthrie,1227.68,5/21/2016 2:24,1391.55,1158.31,25
Donavon Frelow,1227.58,8/8/2017 0:28,1296.32,1101.76,15
JR Coughran,1227.19,8/7/2018 0:00,1248.97,1046.67,10
Wallid Ismail,1226.86,12/31/2002 0:00,1226.86,1092.04,12
Adam Antolin,1226.72,5/12/2018 1:55,1370.2,1118.89,21
Gan McGee,1226.59,7/25/2009 2:38,1386.43,1162.01,18
Mark Hughes,1226.36,8/2/2003 1:55,1261.82,1063.22,10
Alton Cunningham,1226.29,7/10/2018 0:57,1279.18,1101.13,9
Dominique Steele,1225.37,7/21/2018 2:24,1435.16,1215.73,34
Daniel Teymur,1225.33,6/1/2018 1:55,1277.46,1182.19,8
Joachim Hansen,1225.13,3/27/2016 1:12,1520.01,1279.89,38
Alex Huddleston,1225,11/6/2015 1:12,1269.11,1087.78,9
James McSweeney,1224.85,10/15/2016 2:52,1362.65,1221.84,32
Rosi Sexton,1224.71,6/7/2014 2:09,1396.21,1145.01,18
Justin James,1224.44,3/31/2007 1:55,1339.95,1131.03,20
Cole Escovedo,1224.29,11/12/2011 0:43,1406.58,1191.52,26
Nick Garcia,1223.66,11/15/2014 0:43,1223.66,1011.1,12
Allen Crowder,1223.25,12/2/2017 0:14,1271.52,1109.42,13
Fabiano Iha,1223.11,3/19/2005 2:09,1263.12,1149.07,14
Vince Morales,1223.11,7/17/2018 0:57,1271.15,1116.89,9
Elaina Maxwell,1222.89,3/30/2012 2:38,1222.89,1096.27,11
Jason Day,1222.58,6/17/2011 1:40,1469.83,1162.3,31
Crafton Wallace,1222.03,10/7/2011 3:07,1392.93,1106.08,25
Keith Berish,1222.03,12/9/2016 0:28,1265.84,1171.39,7
Tommy Hayden,1221.81,11/4/2017 1:55,1274.4,1118.43,17
Dan Evensen,1221.32,5/1/2009 1:12,1282.6,1117.02,15
Mabelly Lima,1221.21,10/27/2017 2:24,1221.21,1002.53,6
Katsuya Inoue,1221.13,9/4/2011 3:21,1401.43,1185.01,32
Ryo Kawamura,1221.09,11/12/2017 4:19,1288.83,1142.85,32
Makoto Takimoto,1220.4,9/23/2009 2:09,1220.4,1221.99,11
Vernon Ramos,1220.33,6/2/2018 1:26,1285.1,1056.16,12
Dominic Waters,1220.19,5/26/2018 3:07,1319.21,1206.69,18
Sean Holden,1220.11,10/6/2017 1:26,1220.11,1060.2,12
Jason Novelli,1219.94,8/4/2018 1:55,1433.75,1151.82,18
DeAnna Bennett,1219.82,9/14/2018 0:00,1412.64,1154.67,18
Nick Roehrick,1219.53,7/7/2017 1:55,1254.95,1058.53,8
Scott Smith,1219.43,1/23/2016 2:24,1438.44,1246.24,31
Salvador Becerra,1219.23,8/3/2017 0:57,1219.23,1052.66,10
Luis Gomez,1219.16,4/6/2018 2:09,1251.38,1201.74,7
Kalib Starnes,1219.09,4/15/2016 1:40,1371.9,1211.91,30
Eric Irvin,1218.83,3/12/2016 1:26,1238.81,1044.52,16
Per Eklund,1218.82,3/19/2011 2:09,1376.62,1139.47,21
Jordan Wright,1218.68,6/19/2018 0:57,1249.11,994.89,11
Pablo Villaseca,1218.59,10/14/2017 1:26,1315.14,1118.37,16
Nandor Guelmino,1218.51,1/20/2018 0:00,1353.36,1138.46,18
Sean Soriano,1218.48,8/3/2018 2:24,1327.99,1197.55,17
Ivan Salaverry,1218.32,11/2/2013 2:52,1364.43,1184.15,23
Dan Charles,1218.31,3/17/2018 3:07,1275.79,1175.45,20
Chase Beebe,1217.95,9/13/2014 0:57,1472.9,1172.91,40
Tiequan Zhang,1217.95,11/10/2012 1:12,1414.04,1117.93,19
Gillian Robertson,1217.91,9/22/2018 0:00,1272.22,1057.95,20
Ivan Serati,1217.78,10/16/2010 1:26,1251.35,1076.8,16
Nadia Kassem,1217.6,11/18/2017 0:43,1217.6,991.86,6
Lauren Mueller,1217.48,4/14/2018 1:12,1217.48,1047.09,5
Ed Ratcliff,1217.27,9/30/2010 0:57,1286.11,1187.49,10
Lina Lansberg,1217.26,10/6/2018 0:00,1278.41,1166.98,12
Jack May,1217.23,10/5/2018 2:15,1307.75,1151.91,17
Bobby Nash,1216.72,11/25/2017 1:40,1354.85,1158.93,13
Chase Gormley,1216.53,8/22/2018 0:00,1402.92,1220.79,24
Gabe Ruediger,1216.51,5/31/2013 1:40,1396.06,1133.81,26
Hiroyuki Abe,1216.15,3/18/2017 1:26,1236.53,1093.63,23
Tony Bonello,1216.12,4/5/2014 1:40,1408.59,1102.25,20
Che Mills,1216.11,5/6/2017 4:48,1447.63,1213.77,28
Michael McBride,1215.52,4/22/2017 1:12,1265.78,1123.83,11
Goran Reljic,1215.43,10/29/2016 1:40,1454.74,1184.43,23
Andre Galvao,1215.12,10/9/2010 2:24,1258.35,1235.01,8
Maiara Amanajas dos Santos,1215.02,3/11/2018 0:43,1215.02,1088.61,9
Jeremiah Billington,1214.83,8/16/2008 3:21,1244.17,980.96,13
Kaline Medeiros,1214.73,4/6/2018 1:26,1282.57,1110.41,18
Jon Manley,1214.44,6/15/2018 2:24,1390.34,1176.78,19
Carlo Prater,1214.34,1/26/2018 2:09,1510.39,1230.01,54
Christian Morecraft,1214.02,9/14/2013 0:28,1295.99,1153.59,11
Cheyden Leialoha,1214.02,4/7/2018 1:40,1214.02,1013.32,9
Nobuhiro Obiya,1214.01,10/29/2011 2:52,1339.98,1146.86,18
Ashkan Mokhtarian,1213.93,11/18/2017 1:40,1316.71,1042.73,16
Anthony Figueroa,1213.67,3/10/2017 1:55,1224.35,1110.83,19
Bubba Bush,1213.59,10/24/2015 0:14,1310.57,1157.06,12
Alex Soto,1213.55,1/21/2017 1:12,1249.4,1137.26,12
Garreth McLellan,1213.12,3/11/2017 0:14,1349.05,1149.9,18
Derrick Mehmen,1213.11,10/6/2017 1:55,1433.6,1173.63,32
Justine Kish,1213,1/27/2018 0:57,1320.06,1150.69,9
Ryan McGillivray,1212.86,5/4/2012 1:55,1304.9,1108.79,21
Hiroko Yamanaka,1212.6,1/5/2013 2:09,1348.61,1097.87,16
Alex Schoenauer,1212.52,9/12/2009 2:09,1254.65,1169.74,26
Mike Stumpf,1212.28,1/26/2013 1:12,1320.32,1061.38,18
Montana De La Rosa,1212.14,7/6/2018 1:26,1212.14,1046.85,15
Luigi Fioravanti,1211.32,11/18/2016 2:09,1393.53,1220.03,41
Seth Baczynski,1211.11,9/28/2018 0:00,1451.45,1171.66,41
Heath Herring,1211.03,4/16/2017 1:26,1436.83,1196.74,45
Alfred Khashakyan,1211.01,7/18/2017 0:57,1247.03,1108.52,13
Mike Easton,1210.97,4/8/2017 2:24,1469.99,1191.68,20
Kevin Gray,1210.74,5/25/2018 2:52,1330.06,1123.26,13
Antoni Hardonk,1210.66,10/24/2009 1:12,1310.13,1194.87,14
Akihiro Gono,1210.49,4/29/2018 1:12,1514.56,1182.11,67
Eddie Mendez,1210.33,10/23/2015 1:12,1235.69,1108.79,13
Damir Mirenic,1210.23,9/27/2008 0:43,1230.67,1132.51,13
Justin Buchholz,1210.05,5/16/2018 1:55,1406.82,1190.77,27
Nick Urso,1209.68,8/22/2017 0:14,1263.85,1112.4,17
Eugene Jackson,1209.39,9/29/2007 2:38,1286,1116.02,25
Rafael Rebello,1209.12,6/16/2012 0:28,1209.12,1085.32,12
Jason Ireland,1208.94,10/25/2012 0:28,1363.82,1111.72,29
Brandon Hester,1208.88,5/12/2018 1:26,1277.71,1075.1,8
Reese Andy,1208.85,12/27/2008 0:43,1301.92,1167.21,11
Thibault Gouti,1208.61,10/27/2018 0:00,1351.46,1172.5,18
Chris Heatherly,1208.56,6/24/2016 1:26,1284.89,1185.86,14
Andre Amado,1208.51,3/22/2010 1:12,1333.71,1256.18,11
Takenori Sato,1208.18,12/2/2017 1:55,1384.78,1140.55,40
Adrian Diaz,1207.99,6/16/2018 2:24,1366.59,1173.27,19
Lauren Murphy,1207.96,6/1/2018 1:26,1312.39,1173.33,15
Chris Mierzwiak,1207.84,11/7/2014 0:28,1255,1102.38,12
Leonard Garcia,1207.82,11/14/2014 2:38,1391.92,1226.66,32
Johnny Rees,1207.46,1/22/2012 1:40,1372.82,1121.38,21
Jay Silva,1207.4,4/28/2018 1:12,1300.29,1232.03,26
Henry Martinez,1207.35,5/18/2013 6:43,1290.32,1157.86,14
Brandon Foxworth,1206.97,11/28/2009 3:21,1311.88,988.98,22
Rex Richards,1206.07,5/2/2009 2:09,1247.24,1077.94,10
Antwain Britt,1205.86,11/18/2011 2:09,1405.09,1209.98,18
Mike Rio,1205.51,8/29/2014 1:55,1346.89,1203.67,17
Juliana Lima,1205.5,1/27/2018 1:12,1292.07,1177.13,14
Steve Vigneault,1205.47,11/14/2009 2:09,1310.26,1081.53,18
Eddie Sanchez,1205.07,4/4/2014 1:26,1362.92,1185.83,23
Fabio Nascimento,1205.04,5/5/2012 1:12,1276.06,1175.93,17
Mitchell Sipe,1204.48,7/31/2018 0:57,1271.74,1105.96,8
Brandon Saling,1204.41,3/3/2012 0:43,1242.98,1122.93,19
Tomomi Iwama,1203.07,3/22/2014 3:36,1284.88,1173.67,17
Alexandru Lungu,1202.93,5/12/2018 1:40,1277.05,1047.66,21
Hugo Viana,1202.06,1/15/2016 2:09,1375.16,1210.7,15
Collin Hart,1201.98,8/9/2014 3:07,1241.85,1119.22,13
Cody Donovan,1201.96,7/19/2014 0:28,1340.5,1133.79,18
Mike Davis,1201.89,6/6/2009 0:14,1201.89,1018.22,5
Egan Inoue,1201.87,5/16/2008 1:40,1272.87,1075.79,21
Roman Mitichyan,1201.15,5/5/2012 1:26,1201.15,1058.22,11
Nam Phan,1201.06,3/11/2017 2:24,1383.42,1227.99,42
Seichi Ikemoto,1200.95,4/28/2013 2:24,1310.93,1135.03,45
Anton Berzin,1200.88,8/22/2017 1:12,1268.52,1171.74,9
Jeremie Holloway,1200.5,5/20/2017 0:43,1241.77,1140.52,10
Cody East,1200.47,6/30/2018 2:38,1432.93,1173.96,17
Stephen Ledbetter,1200.31,7/23/2011 0:28,1285.1,1103.44,12
Mark Scanlon,1200.14,7/6/2013 0:14,1243.69,1058.08,12
Hitomi Akano,1200.07,7/28/2012 3:07,1316.26,1135,29
Antonio Arroyo,1199.62,7/12/2018 1:40,1199.62,1057.78,9
Simeon Thoresen,1199.56,3/7/2015 3:50,1385.74,1143.41,24
Marcus Brimage,1199.5,6/25/2016 1:26,1398.57,1246.64,19
Joe Merritt,1199.38,7/2/2016 2:38,1260.08,1034.21,11
Daniel Spitz,1199.3,6/1/2018 2:24,1244.47,1117.28,10
Tim Hague,1199.3,7/15/2016 1:12,1350.1,1183.31,34
Brandon Cash,1199.28,5/4/2018 2:09,1288.52,1121.5,15
Eric Wray,1199.08,10/7/2006 1:40,1262.22,1012.96,9
Fredson Paixao,1198.69,11/2/2012 1:55,1320.41,1194.6,16
Azamat Gashimov,1198.66,3/29/2014 2:38,1198.66,1097.76,11
Eric Schambari,1198.42,4/27/2013 1:55,1437.86,1187.69,21
Mike Hayes,1198.01,8/6/2016 2:52,1427.46,1195.09,37
Phil Johns,1198,3/18/2006 2:38,1332.49,1095.97,45
Kevin Burns,1198,12/15/2012 2:38,1349.44,1188.47,20
Gabe Lemley,1197.54,3/21/2009 0:43,1312.97,1083.9,28
Norifumi Yamamoto,1197.52,2/28/2015 1:12,1505.38,1145.58,26
Gary Padilla,1197.31,11/5/2011 1:26,1285.85,1102.98,18
Garett Whiteley,1197.13,12/13/2014 0:43,1352.79,1080.76,14
Amanda Lemos,1196.88,7/16/2017 0:14,1234.33,1035.5,8
Jutaro Nakao,1196.87,12/24/2017 3:21,1366.27,1172.67,49
Danny Mitchell,1196.85,7/15/2017 0:00,1301.75,1087.18,30
John Cofer,1196.77,6/14/2013 1:12,1285.56,1127.41,14
Chris de la Rocha,1196.59,6/9/2018 1:12,1221.95,1175.23,7
Renato Verissimo,1196.59,9/15/2007 0:43,1242.16,1213.54,13
Paige VanZant,1196.49,1/14/2018 2:24,1303.83,1180.67,12
Randall Wallace,1196.27,3/29/2018 1:12,1279.67,1107.26,25
Conor Heun,1196.08,3/3/2012 0:14,1256.4,1123.66,14
Jorge Lopez,1196.03,8/9/2014 0:43,1422.92,1169.72,16
Frank Lester,1196.01,4/25/2015 1:12,1226.12,1081.51,22
Marvin Eastman,1195.95,9/28/2013 2:09,1426.68,1246.87,34
Pat Schilling,1195.93,6/1/2012 1:40,1294.46,1034.34,12
Josh Haynes,1195.77,8/27/2010 2:24,1241.32,1117.16,28
Aaron Ely,1195.49,6/26/2015 1:40,1198.17,1170.09,7
Chris Spang,1195.48,6/4/2016 0:57,1238.51,1182.45,9
Josh Ferguson,1195.21,9/21/2013 0:00,1240.76,1123.98,17
AJ Matthews,1194.7,8/17/2018 0:00,1276.54,1241.23,17
Paul Ruiz,1194.24,6/17/2016 2:09,1194.24,1051.35,12
Damien Brown,1193.99,2/10/2018 1:40,1326.24,1151.33,30
Kyle Kingsbury,1193.87,7/26/2014 1:40,1346.89,1179.85,20
Brian Geraghty,1193.07,11/30/2012 2:09,1320.22,1099.69,47
Roger Bowling,1192.94,10/28/2016 1:12,1362.41,1205.26,19
Phil Harris,1192.7,7/19/2014 1:12,1261.84,1090.1,36
Andy Enz,1192.65,1/31/2015 0:14,1347.92,1191.14,15
Jessin Ayari,1192.62,10/27/2018 0:00,1229.32,1160.07,21
James Bochnovic,1192.5,9/7/2018 0:00,1296.87,1056.53,16
Wes Combs,1192.33,5/25/2013 1:40,1337.02,1034.86,26
Reuben Duran,1192.26,2/24/2018 0:43,1294.09,1151.99,21
Brad Blackburn,1191.89,2/19/2011 2:09,1382.65,1172.33,33
Mike Lullo,1191.66,9/17/2011 0:28,1268.07,1052.56,15
Gisele Moreira,1191.62,9/9/2017 2:24,1191.62,1064.13,10
Bobby Cooper,1191.2,6/1/2018 2:52,1290.4,1140.15,21
Jaime Alvarez,1190.84,8/15/2017 0:28,1190.84,1049.5,9
Brian Gassaway,1189.84,9/16/2010 1:12,1369.83,1138.22,52
Naoya Ogawa,1189.83,12/31/2005 2:52,1259.6,1122.33,9
Hidehiko Yoshida,1189.82,4/25/2010 2:38,1258.97,1255.2,18
Eddie Gordon,1189.8,10/20/2018 2:30,1489.47,1225.91,22
Chris Cope,1189.44,1/24/2014 1:55,1267.75,1144.19,15
Mark Holst,1189.35,12/15/2013 0:00,1271.18,1141.59,18
Joe Brammer,1189.33,11/12/2010 2:24,1313.35,1170.19,11
Tim McKenzie,1188.83,4/16/2011 2:38,1304.82,1158.16,25
Kultar Gill,1188.28,10/12/2012 1:40,1260.05,1148.14,20
Luke Cummo,1188.27,8/9/2008 1:12,1264.61,1172.36,14
Chris Dempsey,1188.22,11/3/2017 2:38,1399.83,1174.02,19
Dennis Hallman,1188.07,11/19/2015 2:24,1529.84,1146.81,76
Cameron Olson,1187.89,3/2/2018 1:40,1242.8,1102.93,14
Greg Soto,1187.78,2/18/2017 0:43,1335.61,1179.38,13
Shoji Maruyama,1187.39,2/25/2018 3:21,1284.45,1176.89,24
Rolles Gracie,1187.21,5/23/2015 1:55,1316.04,1179.91,12
Carlos Eduardo Rocha,1187.07,9/19/2015 2:38,1354.69,1164.92,13
Taiei Kin,1187.06,12/28/2014 0:57,1187.06,1109.91,9
Nate Moore,1187.06,8/24/2013 1:26,1254.08,1134.05,13
Hector Urbina,1186.8,10/28/2017 0:00,1347.42,1169.53,33
Chris Sanford,1186.45,8/18/2005 1:55,1186.45,1080.76,6
Kalindra Faria,1186.25,8/25/2018 0:00,1375.11,1111.35,27
Gil Castillo,1186.13,4/1/2006 1:12,1299.61,1211.83,13
Anton Zafir,1186.1,4/7/2018 1:26,1296.22,1144.05,12
Joe Wilk,1185.87,9/11/2015 0:57,1337.18,1122.09,33
Alptekin Ozkilic,1185.65,5/22/2016 3:21,1361.24,1189.19,14
Brad Imes,1184.59,9/12/2009 2:09,1353.95,1142.37,24
Ricardo Funch,1184.57,7/30/2016 3:50,1297.54,1209.18,15
Patrick Williams,1184.29,4/14/2018 0:14,1226.45,1159.1,14
Jamie Pickett,1184.03,5/26/2018 2:38,1184.03,1048.79,11
Hideo Tokoro,1183.88,7/30/2017 2:24,1391.12,1170.97,66
Justin Bruckmann,1183.69,11/12/2004 1:55,1183.69,1061.26,10
Diego Henrique da Silva,1183.44,5/21/2016 2:24,1247.63,1103.7,12
Micah Miller,1183.37,12/9/2016 0:00,1440.63,1184.97,31
Jodie Esquibel,1183.22,7/14/2018 0:14,1237.12,1168.11,11
JP Buys,1182.95,4/28/2018 2:09,1182.95,1095.78,7
Cesar Arzamendia,1182.14,6/9/2017 1:40,1288.65,1119.25,13
Ralek Gracie,1182.1,1/21/2017 2:38,1223.72,1270.41,4
Scott Lighty,1181.33,4/1/2011 1:40,1225.43,1118.98,8
Akitoshi Tamura,1181.15,2/5/2017 1:26,1348.4,1168.64,40
Ricardo Abreu,1180.96,6/6/2015 0:28,1228.16,1115.32,8
Jacob Kilburn,1180.93,8/7/2018 0:00,1207.58,1084.51,8
Yukiya Naito,1180.7,6/7/2009 3:07,1309.67,1058.14,26
James Zikic,1180.45,4/26/2015 1:55,1343.94,1120.92,33
Hannah Cifers,1180.44,12/15/2017 0:28,1180.44,1001.48,13
Angelo Trevino,1180.39,7/17/2018 0:28,1222.47,1077.81,10
